country_region_code	country_region	place_id	date	retail_and_recreation_percent_change_from_baseline	grocery_and_pharmacy_percent_change_from_baseline	parks_percent_change_from_baseline	transit_stations_percent_change_from_baseline	workplaces_percent_change_from_baseline	residential_percent_change_from_baseline
AU	Australia	Melbourne	17.4.2020	-83	-46	-68	-81	-67	36
AU	Australia	Melbourne	18.4.2020	-83	-42	-72	-77	-49	25
AU	Australia	Melbourne	19.4.2020	-81	-45	-67	-78	-53	20
AU	Australia	Melbourne	20.4.2020	-81	-51	-70	-81	-68	32
AU	Australia	Melbourne	21.4.2020	-80	-49	-66	-81	-68	34
AU	Australia	Melbourne	22.4.2020	-81	-54	-71	-81	-67	34
AU	Australia	Melbourne	23.4.2020	-81	-51	-72	-81	-67	35
AU	Australia	Melbourne	24.4.2020	-82	-42	-58	-80	-65	34
AU	Australia	Melbourne	25.4.2020	-84	-53	-64	-78	-55	24
AU	Australia	Melbourne	26.4.2020	-81	-40	-77	-78	-52	20
AU	Australia	Melbourne	27.4.2020	-80	-48	-64	-81	-66	31
AU	Australia	Melbourne	28.4.2020	-80	-49	-67	-82	-66	34
AU	Australia	Melbourne	29.4.2020	-83	-61	-83	-82	-68	36
AU	Australia	Melbourne	30.4.2020	-81	-48	-73	-81	-66	34
AU	Australia	Melbourne	1.5.2020	-84	-46	-73	-81	-65	36
AU	Australia	Melbourne	2.5.2020	-82	-40	-76	-75	-47	24
AU	Australia	Melbourne	3.5.2020	-80	-41	-68	-76	-48	19
AU	Australia	Melbourne	4.5.2020	-79	-47	-67	-79	-65	30
AU	Australia	Melbourne	5.5.2020	-78	-46	-52	-79	-64	32
AU	Australia	Melbourne	6.5.2020	-80	-53	-65	-79	-65	33
AU	Australia	Melbourne	7.5.2020	-80	-45	-63	-79	-64	33
AU	Australia	Melbourne	8.5.2020	-81	-38	-52	-78	-63	33
AU	Australia	Melbourne	9.5.2020	-81	-39	-79	-75	-45	24
AU	Australia	Melbourne	10.5.2020	-78	-39	-66	-74	-46	17
AU	Australia	Melbourne	11.5.2020	-78	-46	-63	-79	-64	30
AU	Australia	Melbourne	12.5.2020	-77	-44	-62	-78	-63	32
AU	Australia	Melbourne	13.5.2020	-78	-51	-67	-78	-64	32
AU	Australia	Melbourne	14.5.2020	-77	-44	-61	-77	-63	32
AU	Australia	Melbourne	15.5.2020	-79	-37	-50	-75	-62	31
AU	Australia	Melbourne	16.5.2020	-74	-32	-42	-64	-41	16
AU	Australia	Melbourne	17.5.2020	-73	-34	-43	-67	-42	13
AU	Australia	Melbourne	18.5.2020	-75	-41	-52	-75	-61	28
AU	Australia	Melbourne	19.5.2020	-76	-44	-59	-77	-62	30
AU	Australia	Melbourne	20.5.2020	-76	-47	-66	-77	-64	31
AU	Australia	Melbourne	21.5.2020	-78	-47	-74	-77	-63	33
AU	Australia	Melbourne	22.5.2020	-78	-35	-54	-74	-61	31
AU	Australia	Melbourne	23.5.2020	-75	-34	-75	-66	-41	19
AU	Australia	Melbourne	24.5.2020	-72	-34	-55	-65	-41	13
AU	Australia	Melbourne	25.5.2020	-73	-40	-51	-74	-61	27
AU	Australia	Melbourne	26.5.2020	-73	-41	-46	-74	-60	29
AU	Australia	Melbourne	27.5.2020	-74	-46	-60	-74	-60	30
AU	Australia	Melbourne	28.5.2020	-74	-39	-56	-74	-59	30
AU	Australia	Melbourne	29.5.2020	-75	-33	-43	-71	-58	29
AU	Australia	Melbourne	30.5.2020	-70	-26	-39	-58	-34	15
AU	Australia	Melbourne	31.5.2020	-69	-31	-51	-64	-33	13
AU	Australia	Melbourne	1.6.2020	-72	-48	-76	-73	-59	28
AU	Australia	Melbourne	2.6.2020	-69	-38	-60	-72	-57	28
AU	Australia	Melbourne	3.6.2020	-69	-45	-64	-72	-58	29
AU	Australia	Melbourne	4.6.2020	-68	-39	-55	-71	-56	27
AU	Australia	Melbourne	5.6.2020	-68	-32	-46	-68	-55	26
AU	Australia	Melbourne	6.6.2020	-56	-28	-40	-43	-30	13
AU	Australia	Melbourne	7.6.2020	-58	-34	-63	-58	-31	9
AU	Australia	Melbourne	8.6.2020	-65	-43	-46	-80	-77	24
AU	Australia	Melbourne	9.6.2020	-66	-39	-54	-72	-55	26
AU	Australia	Melbourne	10.6.2020	-66	-47	-58	-70	-55	27
AU	Australia	Melbourne	11.6.2020	-66	-40	-57	-69	-53	27
AU	Australia	Melbourne	12.6.2020	-66	-32	-45	-67	-52	25
AU	Australia	Melbourne	13.6.2020	-57	-25	-52	-52	-23	14
AU	Australia	Melbourne	14.6.2020	-57	-28	-58	-56	-22	11
AU	Australia	Melbourne	15.6.2020	-63	-37	-52	-68	-55	24
AU	Australia	Melbourne	16.6.2020	-65	-40	-55	-69	-54	27
AU	Australia	Melbourne	17.6.2020	-65	-45	-58	-69	-53	26
AU	Australia	Melbourne	18.6.2020	-63	-37	-51	-68	-53	26
AU	Australia	Melbourne	19.6.2020	-63	-32	-42	-65	-51	24
AU	Australia	Melbourne	20.6.2020	-53	-24	-44	-48	-21	11
AU	Australia	Melbourne	21.6.2020	-60	-32	-66	-58	-25	11
AU	Australia	Melbourne	22.6.2020	-65	-41	-68	-69	-56	25
AU	Australia	Melbourne	23.6.2020	-63	-38	-54	-69	-55	26
AU	Australia	Melbourne	24.6.2020	-64	-43	-59	-69	-53	26
AU	Australia	Melbourne	25.6.2020	-65	-40	-62	-70	-53	26
AU	Australia	Melbourne	26.6.2020	-65	-32	-48	-67	-51	25
AU	Australia	Melbourne	27.6.2020	-56	-26	-50	-52	-20	13
AU	Australia	Melbourne	28.6.2020	-56	-32	-51	-57	-19	10
AU	Australia	Melbourne	29.6.2020	-62	-38	-52	-69	-55	23
AU	Australia	Melbourne	30.6.2020	-63	-41	-58	-72	-55	26
AU	Australia	Melbourne	1.7.2020	-64	-45	-58	-72	-56	26
AU	Australia	Melbourne	2.7.2020	-66	-42	-61	-73	-56	27
AU	Australia	Melbourne	3.7.2020	-70	-41	-67	-72	-54	27
AU	Australia	Melbourne	4.7.2020	-60	-33	-72	-61	-19	15
AU	Australia	Melbourne	5.7.2020	-63	-37	-71	-64	-21	12
AU	Australia	Melbourne	6.7.2020	-67	-43	-68	-74	-58	25
AU	Australia	Melbourne	7.7.2020	-64	-40	-64	-74	-57	26
AU	Australia	Melbourne	8.7.2020	-62	-44	-59	-73	-55	24
AU	Australia	Melbourne	9.7.2020	-79	-50	-67	-80	-63	32
AU	Australia	Melbourne	10.7.2020	-81	-43	-63	-79	-61	33
AU	Australia	Melbourne	11.7.2020	-82	-50	-84	-78	-38	26
AU	Australia	Melbourne	12.7.2020	-78	-46	-74	-77	-36	19
AU	Australia	Melbourne	13.7.2020	-77	-48	-65	-78	-61	29
AU	Australia	Melbourne	14.7.2020	-77	-49	-64	-79	-61	31
AU	Australia	Melbourne	15.7.2020	-79	-53	-67	-79	-61	32
AU	Australia	Melbourne	16.7.2020	-80	-49	-68	-80	-61	32
AU	Australia	Melbourne	17.7.2020	-81	-44	-63	-79	-61	33
AU	Australia	Melbourne	18.7.2020	-80	-42	-72	-77	-35	23
AU	Australia	Melbourne	19.7.2020	-80	-46	-72	-79	-36	19
AU	Australia	Melbourne	20.7.2020	-80	-51	-72	-81	-62	30
AU	Australia	Melbourne	21.7.2020	-79	-51	-69	-81	-62	32
AU	Australia	Melbourne	22.7.2020	-81	-57	-72	-81	-62	33
AU	Australia	Melbourne	23.7.2020	-82	-54	-71	-81	-63	34
AU	Australia	Melbourne	24.7.2020	-83	-48	-62	-81	-61	34
AU	Australia	Melbourne	25.7.2020	-81	-45	-69	-76	-35	24
AU	Australia	Melbourne	26.7.2020	-81	-48	-73	-79	-38	19
AU	Australia	Melbourne	27.7.2020	-80	-53	-72	-80	-64	31
AU	Australia	Melbourne	28.7.2020	-80	-52	-63	-82	-64	32
AU	Australia	Melbourne	29.7.2020	-81	-57	-68	-82	-64	33
AU	Australia	Melbourne	30.7.2020	-81	-52	-66	-82	-64	33
AU	Australia	Melbourne	31.7.2020	-83	-48	-60	-81	-62	33
AU	Australia	Melbourne	1.8.2020	-79	-42	-59	-76	-33	23
AU	Australia	Melbourne	2.8.2020	-79	-38	-65	-78	-34	18
AU	Australia	Melbourne	3.8.2020	-84	-59	-75	-84	-66	32
AU	Australia	Melbourne	4.8.2020	-83	-60	-76	-85	-67	35
AU	Australia	Melbourne	5.8.2020	-84	-61	-80	-85	-67	35
AU	Australia	Melbourne	6.8.2020	-88	-62	-76	-88	-72	38
AU	Australia	Melbourne	7.8.2020	-89	-59	-77	-87	-71	39
AU	Australia	Melbourne	8.8.2020	-89	-58	-80	-85	-49	28
AU	Australia	Melbourne	9.8.2020	-87	-56	-73	-84	-46	22
AU	Australia	Melbourne	10.8.2020	-87	-60	-70	-87	-72	35
AU	Australia	Melbourne	11.8.2020	-87	-62	-71	-88	-73	37
AU	Australia	Melbourne	12.8.2020	-87	-64	-74	-88	-72	38
AU	Australia	Melbourne	13.8.2020	-87	-62	-71	-88	-72	38
AU	Australia	Melbourne	14.8.2020	-89	-58	-76	-87	-71	39
AU	Australia	Melbourne	15.8.2020	-87	-53	-66	-83	-46	26
AU	Australia	Melbourne	16.8.2020	-87	-57	-74	-84	-46	22
AU	Australia	Melbourne	17.8.2020	-87	-61	-72	-88	-73	34
AU	Australia	Melbourne	18.8.2020	-86	-61	-69	-88	-72	37
AU	Australia	Melbourne	19.8.2020	-88	-67	-81	-88	-72	39
AU	Australia	Melbourne	20.8.2020	-87	-61	-75	-88	-71	38
AU	Australia	Melbourne	21.8.2020	-88	-56	-70	-87	-70	38
AU	Australia	Melbourne	22.8.2020	-90	-63	-88	-85	-51	29
AU	Australia	Melbourne	23.8.2020	-87	-56	-82	-85	-46	22
AU	Australia	Melbourne	24.8.2020	-86	-59	-71	-87	-71	35
AU	Australia	Melbourne	25.8.2020	-86	-60	-70	-88	-71	37
AU	Australia	Melbourne	26.8.2020	-87	-62	-70	-88	-71	37
AU	Australia	Melbourne	27.8.2020	-87	-61	-72	-88	-72	38
AU	Australia	Melbourne	28.8.2020	-88	-54	-59	-86	-69	37
AU	Australia	Melbourne	29.8.2020	-86	-49	-55	-81	-45	25
AU	Australia	Melbourne	30.8.2020	-86	-55	-74	-83	-46	21
AU	Australia	Melbourne	31.8.2020	-86	-58	-68	-87	-71	34
AU	Australia	Melbourne	1.9.2020	-85	-57	-62	-87	-71	36
AU	Australia	Melbourne	2.9.2020	-87	-61	-71	-87	-71	37
AU	Australia	Melbourne	3.9.2020	-86	-58	-69	-88	-71	37
AU	Australia	Melbourne	4.9.2020	-87	-53	-62	-86	-69	36
AU	Australia	Melbourne	5.9.2020	-86	-48	-59	-82	-45	25
AU	Australia	Melbourne	6.9.2020	-84	-51	-55	-81	-42	19
AU	Australia	Melbourne	7.9.2020	-85	-56	-60	-86	-71	32
AU	Australia	Melbourne	8.9.2020	-86	-60	-72	-87	-72	36
AU	Australia	Melbourne	9.9.2020	-86	-61	-67	-86	-71	36
AU	Australia	Melbourne	10.9.2020	-86	-56	-58	-87	-70	35
AU	Australia	Melbourne	11.9.2020	-87	-53	-55	-85	-68	36
AU	Australia	Melbourne	12.9.2020	-88	-54	-81	-84	-47	27
AU	Australia	Melbourne	13.9.2020	-84	-47	-52	-81	-42	19
AU	Australia	Melbourne	14.9.2020	-85	-55	-54	-86	-68	32
AU	Australia	Melbourne	15.9.2020	-84	-54	-49	-86	-68	34
AU	Australia	Melbourne	16.9.2020	-85	-59	-57	-85	-68	35
AU	Australia	Melbourne	17.9.2020	-86	-56	-67	-87	-69	36
AU	Australia	Melbourne	18.9.2020	-87	-51	-56	-85	-66	35
AU	Australia	Melbourne	19.9.2020	-84	-46	-38	-80	-41	22
AU	Australia	Melbourne	20.9.2020	-84	-49	-46	-81	-40	18
AU	Australia	Melbourne	21.9.2020	-84	-52	-52	-85	-68	31
AU	Australia	Melbourne	22.9.2020	-85	-55	-61	-86	-69	35
AU	Australia	Melbourne	23.9.2020	-86	-59	-69	-86	-68	35
AU	Australia	Melbourne	24.9.2020	-86	-55	-65	-87	-68	36
AU	Australia	Melbourne	25.9.2020	-88	-55	-76	-86	-67	37
AU	Australia	Melbourne	26.9.2020	-86	-47	-67	-82	-40	25
AU	Australia	Melbourne	27.9.2020	-84	-46	-46	-81	-37	18
AU	Australia	Melbourne	28.9.2020	-84	-51	-51	-85	-67	31
AU	Australia	Melbourne	29.9.2020	-84	-52	-50	-85	-66	33
AU	Australia	Melbourne	30.9.2020	-85	-57	-68	-85	-68	34
AU	Australia	Melbourne	1.10.2020	-84	-50	-50	-85	-64	33
AU	Australia	Melbourne	2.10.2020	-85	-47	-25	-82	-62	32
AU	Australia	Melbourne	3.10.2020	-83	-42	-22	-77	-35	20
AU	Australia	Melbourne	4.10.2020	-83	-48	-52	-79	-37	18
AU	Australia	Melbourne	5.10.2020	-84	-52	-68	-83	-67	32
AU	Australia	Melbourne	6.10.2020	-84	-56	-71	-85	-67	34
AU	Australia	Melbourne	7.10.2020	-85	-58	-75	-84	-66	34
AU	Australia	Melbourne	8.10.2020	-85	-55	-73	-85	-66	34
AU	Australia	Melbourne	9.10.2020	-86	-48	-58	-83	-62	33
AU	Australia	Melbourne	10.10.2020	-83	-41	-33	-77	-31	20
AU	Australia	Melbourne	11.10.2020	-81	-44	-40	-78	-35	17
AU	Australia	Melbourne	12.10.2020	-82	-50	-49	-83	-64	29
AU	Australia	Melbourne	13.10.2020	-83	-53	-59	-84	-65	32
AU	Australia	Melbourne	14.10.2020	-83	-56	-51	-82	-63	31
AU	Australia	Melbourne	15.10.2020	-85	-55	-71	-84	-64	33
AU	Australia	Melbourne	16.10.2020	-85	-48	-58	-82	-60	32
AU	Australia	Melbourne	17.10.2020	-83	-41	-56	-78	-34	22
AU	Australia	Melbourne	18.10.2020	-81	-45	-53	-79	-33	17
AU	Australia	Melbourne	19.10.2020	-78	-48	-49	-80	-62	28
AU	Australia	Melbourne	20.10.2020	-79	-47	-43	-81	-62	30
AU	Australia	Melbourne	21.10.2020	-80	-54	-54	-80	-62	31
AU	Australia	Melbourne	22.10.2020	-79	-44	-42	-80	-60	28
AU	Australia	Melbourne	23.10.2020	-83	-42	-32	-85	-76	34
AU	Australia	Melbourne	24.10.2020	-81	-38	-68	-77	-35	22
AU	Australia	Melbourne	25.10.2020	-77	-39	-49	-73	-34	16
AU	Australia	Melbourne	26.10.2020	-79	-47	-50	-79	-62	27
AU	Australia	Melbourne	27.10.2020	-79	-48	-53	-80	-61	29
AU	Australia	Melbourne	28.10.2020	-69	-48	-52	-74	-57	25
AU	Australia	Melbourne	29.10.2020	-71	-45	-59	-76	-58	26
AU	Australia	Melbourne	30.10.2020	-71	-38	-49	-71	-54	23
AU	Australia	Melbourne	31.10.2020	-59	-24	-44	-54	-19	12
AU	Australia	Melbourne	1.11.2020	-56	-25	-28	-55	-21	8
AU	Australia	Melbourne	2.11.2020	-60	-34	-32	-71	-62	20
AU	Australia	Melbourne	3.11.2020	-63	-47	-11	-79	-76	23
AU	Australia	Melbourne	4.11.2020	-73	-54	-75	-76	-60	27
AU	Australia	Melbourne	5.11.2020	-69	-44	-62	-76	-58	26
AU	Australia	Melbourne	6.11.2020	-68	-39	-53	-71	-55	24
AU	Australia	Melbourne	7.11.2020	-54	-22	-43	-53	-19	12
AU	Australia	Melbourne	8.11.2020	-53	-27	-28	-56	-19	8
AU	Australia	Melbourne	9.11.2020	-65	-38	-41	-70	-57	21
AU	Australia	Melbourne	10.11.2020	-65	-39	-46	-71	-58	22
AU	Australia	Melbourne	11.11.2020	-70	-49	-67	-72	-58	25
AU	Australia	Melbourne	12.11.2020	-66	-40	-54	-72	-56	23
AU	Australia	Melbourne	13.11.2020	-64	-34	-45	-67	-54	20
AU	Australia	Melbourne	14.11.2020	-49	-21	-29	-45	-17	6
AU	Australia	Melbourne	15.11.2020	-53	-29	-51	-52	-20	5
AU	Australia	Melbourne	16.11.2020	-66	-38	-50	-71	-57	21
AU	Australia	Melbourne	17.11.2020	-64	-39	-49	-70	-57	23
AU	Australia	Melbourne	18.11.2020	-65	-45	-51	-69	-55	22
AU	Australia	Melbourne	19.11.2020	-65	-41	-54	-71	-55	22
AU	Australia	Melbourne	20.11.2020	-61	-33	-36	-65	-52	18
AU	Australia	Melbourne	21.11.2020	-45	-21	-24	-43	-17	6
AU	Australia	Melbourne	22.11.2020	-52	-30	-59	-53	-22	7
AU	Australia	Melbourne	23.11.2020	-64	-39	-59	-70	-56	21
AU	Australia	Melbourne	24.11.2020	-61	-37	-43	-69	-55	21
AU	Australia	Melbourne	25.11.2020	-61	-43	-49	-66	-53	20
AU	Australia	Melbourne	26.11.2020	-60	-38	-49	-68	-52	19
AU	Australia	Melbourne	27.11.2020	-53	-31	-32	-59	-50	15
AU	Australia	Melbourne	28.11.2020	-40	-22	-28	-36	-13	4
AU	Australia	Melbourne	29.11.2020	-44	-25	-52	-43	-15	4
AU	Australia	Melbourne	30.11.2020	-58	-36	-44	-64	-52	17
AU	Australia	Melbourne	1.12.2020	-61	-39	-52	-67	-53	20
AU	Australia	Melbourne	2.12.2020	-58	-39	-49	-64	-52	19
AU	Australia	Melbourne	3.12.2020	-57	-36	-42	-65	-51	18
AU	Australia	Melbourne	4.12.2020	-53	-29	-19	-57	-48	15
AU	Australia	Melbourne	5.12.2020	-40	-21	-37	-36	-13	5
AU	Australia	Melbourne	6.12.2020	-43	-21	-44	-42	-14	4
AU	Australia	Melbourne	7.12.2020	-60	-38	-62	-67	-54	18
AU	Australia	Melbourne	8.12.2020	-56	-34	-48	-65	-51	19
AU	Australia	Melbourne	9.12.2020	-53	-37	-43	-61	-50	17
AU	Australia	Melbourne	10.12.2020	-52	-35	-42	-63	-50	17
AU	Australia	Melbourne	11.12.2020	-47	-29	-4	-52	-47	13
AU	Australia	Melbourne	12.12.2020	-33	-19	-6	-27	-7	2
AU	Australia	Melbourne	13.12.2020	-39	-23	-31	-37	-12	1
AU	Australia	Melbourne	14.12.2020	-54	-32	-43	-61	-52	16
AU	Australia	Melbourne	15.12.2020	-52	-35	-41	-62	-52	17
AU	Australia	Melbourne	16.12.2020	-48	-37	-40	-59	-49	16
AU	Australia	Melbourne	17.12.2020	-47	-34	-41	-59	-48	16
AU	Australia	Melbourne	18.12.2020	-42	-25	-10	-49	-46	12
AU	Australia	Melbourne	19.12.2020	-32	-16	-19	-27	-5	2
AU	Australia	Melbourne	20.12.2020	-33	-22	-24	-33	-6	0
AU	Australia	Melbourne	21.12.2020	-45	-30	-43	-61	-54	14
AU	Australia	Melbourne	22.12.2020	-46	-31	-54	-65	-55	18
AU	Australia	Melbourne	23.12.2020	-40	-19	-34	-59	-53	13
AU	Australia	Melbourne	24.12.2020	-50	-9	-36	-66	-59	11
AU	Australia	Melbourne	25.12.2020	-77	-73	-23	-73	-81	13
AU	Australia	Melbourne	26.12.2020	-39	-35	-40	-34	-25	1
AU	Australia	Melbourne	27.12.2020	-41	-32	-57	-41	-17	2
AU	Australia	Melbourne	28.12.2020	-42	-33	-32	-68	-73	14
AU	Australia	Melbourne	29.12.2020	-45	-28	-28	-67	-65	14
AU	Australia	Melbourne	30.12.2020	-49	-38	-42	-67	-64	15
AU	Australia	Melbourne	31.12.2020	-49	-21	-35	-66	-64	12
PL	Poland	Poznan	15.2.2020	21	1	58	13	0	0
PL	Poland	Poznan	16.2.2020	4	-26	5	-4	-1	0
PL	Poland	Poznan	17.2.2020	1	0	13	11	17	-1
PL	Poland	Poznan	18.2.2020	0	-7	7	-3	1	1
PL	Poland	Poznan	19.2.2020	2	-3	10	-1	0	0
PL	Poland	Poznan	20.2.2020	7	-1	33	1	1	-1
PL	Poland	Poznan	21.2.2020	1	-5	10	-3	1	0
PL	Poland	Poznan	22.2.2020	11	-1	38	3	1	0
PL	Poland	Poznan	23.2.2020	0	-33	-33	-6	-1	1
PL	Poland	Poznan	24.2.2020	1	3	5	11	18	-1
PL	Poland	Poznan	25.2.2020	4	-4	11	2	2	1
PL	Poland	Poznan	26.2.2020	1	-1	12	2	1	0
PL	Poland	Poznan	27.2.2020	4	1	12	1	1	0
PL	Poland	Poznan	28.2.2020	1	1	9	-1	2	0
PL	Poland	Poznan	29.2.2020	9	2	19	0	3	0
PL	Poland	Poznan	1.3.2020	2	-18	35	-2	2	-1
PL	Poland	Poznan	2.3.2020	2	6	5	11	18	-1
PL	Poland	Poznan	3.3.2020	3	-3	-3	-4	2	1
PL	Poland	Poznan	4.3.2020	5	8	29	1	1	0
PL	Poland	Poznan	5.3.2020	5	2	35	-1	1	0
PL	Poland	Poznan	6.3.2020	4	0	9	0	1	1
PL	Poland	Poznan	7.3.2020	16	5	16	7	1	1
PL	Poland	Poznan	8.3.2020	29	9	103	13	2	-2
PL	Poland	Poznan	9.3.2020	0	4	15	10	17	-1
PL	Poland	Poznan	10.3.2020	-1	15	11	-5	0	1
PL	Poland	Poznan	11.3.2020	-10	17	27	-19	-15	5
PL	Poland	Poznan	12.3.2020	-29	11	-20	-35	-21	9
PL	Poland	Poznan	13.3.2020	-44	-2	-39	-49	-27	14
PL	Poland	Poznan	14.3.2020	-66	-30	-10	-52	-24	12
PL	Poland	Poznan	15.3.2020	-79	-54	-21	-65	-29	11
PL	Poland	Poznan	16.3.2020	-63	-34	-2	-58	-35	18
PL	Poland	Poznan	17.3.2020	-65	-40	19	-64	-48	22
PL	Poland	Poznan	18.3.2020	-64	-36	41	-63	-50	21
PL	Poland	Poznan	19.3.2020	-67	-37	-11	-66	-51	23
PL	Poland	Poznan	20.3.2020	-68	-35	-29	-69	-50	24
PL	Poland	Poznan	21.3.2020	-75	-42	-28	-69	-34	16
PL	Poland	Poznan	22.3.2020	-82	-59	-46	-75	-34	13
PL	Poland	Poznan	23.3.2020	-65	-36	-30	-64	-43	21
PL	Poland	Poznan	24.3.2020	-64	-35	-22	-68	-52	24
PL	Poland	Poznan	25.3.2020	-70	-41	-34	-71	-53	25
PL	Poland	Poznan	26.3.2020	-70	-42	-33	-72	-54	25
PL	Poland	Poznan	27.3.2020	-69	-38	-26	-72	-52	26
PL	Poland	Poznan	28.3.2020	-74	-44	9	-69	-34	14
PL	Poland	Poznan	29.3.2020	-87	-68	-72	-81	-39	15
PL	Poland	Poznan	30.3.2020	-67	-40	-35	-68	-45	22
PL	Poland	Poznan	31.3.2020	-65	-37	-43	-71	-53	25
PL	Poland	Poznan	1.4.2020	-69	-47	-43	-72	-54	25
PL	Poland	Poznan	2.4.2020	-70	-46	-55	-74	-55	26
PL	Poland	Poznan	3.4.2020	-71	-44	-53	-74	-53	26
PL	Poland	Poznan	4.4.2020	-80	-54	-53	-74	-39	17
PL	Poland	Poznan	5.4.2020	-80	47	-61	-77	-26	13
PL	Poland	Poznan	6.4.2020	-66	-47	-40	-68	-46	21
PL	Poland	Poznan	7.4.2020	-66	-43	-38	-71	-54	24
PL	Poland	Poznan	8.4.2020	-64	-37	-32	-69	-54	22
PL	Poland	Poznan	9.4.2020	-63	-34	-44	-71	-55	23
PL	Poland	Poznan	10.4.2020	-64	-31	-48	-71	-60	26
PL	Poland	Poznan	11.4.2020	-82	-65	-56	-74	-51	18
PL	Poland	Poznan	12.4.2020	-92	-71	-63	-83	-47	14
PL	Poland	Poznan	13.4.2020	-93	-95	-74	-89	-91	35
PL	Poland	Poznan	14.4.2020	-70	-52	-56	-74	-56	25
PL	Poland	Poznan	15.4.2020	-65	-44	-45	-70	-53	23
PL	Poland	Poznan	16.4.2020	-68	-45	-42	-71	-52	24
PL	Poland	Poznan	17.4.2020	-67	-40	-41	-71	-50	24
PL	Poland	Poznan	18.4.2020	-76	-47	-39	-69	-28	14
PL	Poland	Poznan	19.4.2020	-83	-54	-56	-75	-25	12
PL	Poland	Poznan	20.4.2020	-58	-36	18	-63	-41	18
PL	Poland	Poznan	21.4.2020	-60	-38	24	-67	-49	21
PL	Poland	Poznan	22.4.2020	-59	-36	38	-66	-48	20
PL	Poland	Poznan	23.4.2020	-59	-33	48	-65	-48	19
PL	Poland	Poznan	24.4.2020	-61	-32	20	-66	-47	19
PL	Poland	Poznan	25.4.2020	-74	-40	-3	-66	-27	11
PL	Poland	Poznan	26.4.2020	-69	68	4	-66	-11	7
PL	Poland	Poznan	27.4.2020	-54	-36	49	-60	-38	16
PL	Poland	Poznan	28.4.2020	-54	-33	64	-62	-46	18
PL	Poland	Poznan	29.4.2020	-55	-25	-7	-64	-46	18
PL	Poland	Poznan	30.4.2020	-48	-2	10	-61	-47	14
PL	Poland	Poznan	1.5.2020	-86	-90	23	-81	-85	31
PL	Poland	Poznan	2.5.2020	-73	-38	8	-67	-31	9
PL	Poland	Poznan	3.5.2020	-75	-53	0	-68	-21	3
PL	Poland	Poznan	4.5.2020	-41	-26	-6	-56	-35	15
PL	Poland	Poznan	5.5.2020	-45	-27	-5	-60	-44	18
PL	Poland	Poznan	6.5.2020	-43	-24	31	-57	-43	16
PL	Poland	Poznan	7.5.2020	-44	-23	26	-59	-42	16
PL	Poland	Poznan	8.5.2020	-45	-19	44	-56	-41	14
PL	Poland	Poznan	9.5.2020	-50	-26	82	-47	-13	2
PL	Poland	Poznan	10.5.2020	-65	-30	45	-57	-5	0
PL	Poland	Poznan	11.5.2020	-45	-28	-49	-57	-33	15
PL	Poland	Poznan	12.5.2020	-40	-21	-1	-56	-41	17
PL	Poland	Poznan	13.5.2020	-42	-21	21	-55	-41	16
PL	Poland	Poznan	14.5.2020	-41	-22	17	-57	-40	15
PL	Poland	Poznan	15.5.2020	-42	-18	37	-55	-39	13
PL	Poland	Poznan	16.5.2020	-47	-25	16	-51	-13	5
PL	Poland	Poznan	17.5.2020	-60	-27	33	-57	-2	2
PL	Poland	Poznan	18.5.2020	-30	-21	26	-49	-28	11
PL	Poland	Poznan	19.5.2020	-34	-24	0	-55	-37	15
PL	Poland	Poznan	20.5.2020	-29	-18	73	-50	-37	12
PL	Poland	Poznan	21.5.2020	-30	-17	66	-51	-37	12
PL	Poland	Poznan	22.5.2020	-34	-18	42	-52	-35	11
PL	Poland	Poznan	23.5.2020	-40	-23	-19	-51	-11	6
PL	Poland	Poznan	24.5.2020	-60	-32	-1	-57	-1	1
PL	Poland	Poznan	25.5.2020	-28	-16	-5	-46	-27	11
PL	Poland	Poznan	26.5.2020	-27	-14	38	-49	-34	11
PL	Poland	Poznan	27.5.2020	-27	-19	97	-46	-34	10
PL	Poland	Poznan	28.5.2020	-29	-17	17	-50	-35	12
PL	Poland	Poznan	29.5.2020	-30	-14	42	-48	-33	9
PL	Poland	Poznan	30.5.2020	-30	-20	76	-39	1	0
PL	Poland	Poznan	31.5.2020	-42	-22	78	-45	9	-3
PL	Poland	Poznan	1.6.2020	-10	-9	100	-35	-21	6
PL	Poland	Poznan	2.6.2020	-26	-20	31	-47	-32	11
PL	Poland	Poznan	3.6.2020	-21	-14	107	-41	-31	8
PL	Poland	Poznan	4.6.2020	-22	-14	89	-43	-31	8
PL	Poland	Poznan	5.6.2020	-30	-14	-3	-47	-32	10
PL	Poland	Poznan	6.6.2020	-26	-18	62	-36	0	1
PL	Poland	Poznan	7.6.2020	-47	-29	24	-49	7	0
PL	Poland	Poznan	8.6.2020	-18	-12	27	-36	-22	7
PL	Poland	Poznan	9.6.2020	-14	-11	90	-39	-31	7
PL	Poland	Poznan	10.6.2020	-6	15	68	-34	-33	3
PL	Poland	Poznan	11.6.2020	-65	-84	148	-66	-81	17
PL	Poland	Poznan	12.6.2020	-23	-15	78	-51	-58	10
PL	Poland	Poznan	13.6.2020	-38	-31	96	-42	-3	-3
PL	Poland	Poznan	14.6.2020	-42	-26	61	-41	16	-11
PL	Poland	Poznan	15.6.2020	-15	-6	69	-33	-21	4
PL	Poland	Poznan	16.6.2020	-15	-12	94	-38	-30	7
